tx_base,tx_slope,dtx_base,dtx_slope,rx_base,rx_slope,mean_delivery_pct,std_pct,min_pct,max_pct,total_delivered,total_sent,mean_ack_pct,mean_chan_pct,n_seeds,fate_tracked,fate_delivered,fate_lost,lost_mean_collision,lost_mean_drop
1.0,0.3,0.5,0.3,1.5,0.3,38.7,5.8,34,48,116,300,20.0,75.0,6,300,52,248,57.8,0.5
1.0,0.3,1.5,0.3,0.0,0.6,38.7,6.4,28,44,116,300,21.7,73.5,6,300,56,244,52.3,0.5
1.5,0.3,0.5,0.6,1.5,0.3,38.3,2.3,36,42,115,300,17.0,69.5,6,300,53,247,55.2,0.4
0.5,0.3,1.5,0.6,1.0,0.3,38.3,2.9,34,42,115,300,22.7,69.8,6,300,63,237,53.0,0.4
1.0,0.3,0.0,0.3,0.0,0.6,38.3,2.9,34,42,115,300,22.3,68.8,6,300,57,243,52.5,0.5
0.5,0.3,0.0,0.6,1.0,0.3,38.3,5.0,30,44,115,300,22.0,71.2,6,300,70,230,49.6,0.4
0.5,0.3,0.5,0.6,0.0,0.6,38.3,6.0,34,50,115,300,23.0,67.7,6,300,53,247,54.5,0.5
1.5,0.3,0.0,0.3,0.0,0.6,38.3,6.6,32,50,115,300,20.7,69.2,6,300,60,240,44.7,0.4
0.5,0.3,1.5,0.3,0.0,0.6,38.0,2.8,34,42,114,300,24.7,65.2,6,300,52,248,63.5,0.6
1.0,0.3,0.0,0.6,1.5,0.6,38.0,5.9,32,46,114,300,19.7,69.0,6,300,52,248,65.1,0.5
0.5,0.6,1.0,0.3,1.0,0.3,38.0,6.9,26,44,114,300,20.7,67.3,6,300,48,252,59.2,0.4
0.5,0.3,0.0,0.6,1.0,0.6,37.7,3.4,34,44,113,300,22.7,71.0,6,300,57,243,65.1,0.5
0.5,0.6,0.5,0.6,0.5,0.3,37.7,5.4,32,46,113,300,17.7,70.8,6,300,41,259,69.7,0.5
1.0,0.3,0.5,0.6,1.5,0.3,37.7,7.9,26,48,113,300,22.3,65.7,6,300,57,243,47.2,0.4
0.5,0.3,0.5,0.3,0.0,0.6,37.3,3.9,34,44,112,300,24.3,69.8,6,300,60,240,56.3,0.4
0.5,0.3,0.0,0.6,0.0,0.6,37.0,5.6,32,44,111,300,21.3,61.8,6,300,58,242,62.6,0.5
1.0,0.3,1.5,0.6,1.5,0.3,37.0,9.3,26,50,111,300,23.3,65.0,6,300,53,247,50.2,0.4
1.5,0.3,0.0,0.6,1.0,0.3,36.0,5.2,28,42,108,300,21.0,73.2,6,300,48,252,52.0,0.4
